scenario N1 N2 N3 N4 ti raa raa1 ta raa2 t1 N5 t2 Nanc
1 18614 1290434 623150 1312404 3435 0.455076336860657 0.0690596401691437 4683 0.326085895299911 30270 58532 71307 2065091
1 468281 757740 28933 5569787 2812 0.0948049500584602 0.360321342945099 4291 0.488107979297638 58580 1274223 731987 4757829
1 24226 1718691 613412 311449 2727 0.174247354269028 0.0772140473127365 8334 0.393359273672104 26315 78158 70458 740399
1 36110 7781866 4899390 2656472 1676 0.0876489356160164 0.22226257622242 2725 0.148454636335373 9775 131649 60211 726749
1 37362 6955220 100336 423016 309 0.0572460666298866 0.186654612421989 6361 0.05788554251194 9565 59713 37016 604368
1 293919 219265 203977 725922 3359 0.193977102637291 0.0992048159241676 4548 0.124204568564892 15122 1391309 694229 2561232
1 18730 328701 598148 1261914 4762 0.263992339372635 0.0500723645091057 6521 0.444971859455109 71001 609742 339691 5172563
1 369447 264608 1267706 3855438 2521 0.152278557419777 0.154847696423531 3823 0.0936262160539627 21172 739123 383365 3987657
1 106992 371394 2043283 162366 2985 0.0568783916532993 0.223147049546242 7742 0.481998383998871 17384 30992 55627 858149
1 58293 374658 5433067 6113388 5410 0.159215450286865 0.199704512953758 6908 0.204466581344604 15882 28591 36175 1541507
1 52536 362087 1724627 3893358 1466 0.246480315923691 0.114323072135448 5589 0.219551101326942 58452 235833 116096 9380465
1 13425 3797643 211398 1258392 2137 0.252545565366745 0.318982273340225 2568 0.369814336299896 164440 75706 221009 7516068
1 315188 2041823 3117989 316987 2987 0.07921452075243 0.148271843791008 4877 0.0583118796348572 40547 151193 132201 9519979
1 64981 83600 81033 77935 2368 0.329581439495087 0.175438329577446 4138 0.431196749210358 23784 335368 341502 1029405
1 14851 280171 140642 597512 3267 0.268742203712463 0.114338681101799 9907 0.314736932516098 12532 20070 41467 3908477
1 160940 190412 468091 182772 5401 0.0512702874839306 0.190179824829102 6141 0.147537469863892 43390 140959 150696 818933
1 102194 1276816 8253023 78595 179 0.306058079004288 0.106301225721836 8449 0.213857606053352 23607 87752 104532 7579452
1 238691 134509 6112045 518221 561 0.0839737355709076 0.358391791582108 9789 0.0696907341480255 12130 1283626 333503 3956640
1 292481 5398510 126580 8248791 1314 0.179781347513199 0.144497096538544 4627 0.393215030431747 277232 292704 660458 5896667
1 84591 42257 2054372 258283 2495 0.0587507821619511 0.0682979822158813 5387 0.347895413637161 9323 178832 169676 2567671
1 99397 2420132 1833118 182514 4291 0.187070161104202 0.315721869468689 4449 0.375430256128311 16548 327749 134321 4220892
1 39443 302783 1102408 146489 4769 0.183108448982239 0.0557059608399868 8892 0.17399126291275 41388 266858 142195 6192285
1 15903 38719 7878550 255225 3166 0.282924115657806 0.0522013679146767 5290 0.059210117906332 11603 64838 48710 218349
1 23230 1640305 598828 379939 824 0.34570774435997 0.376619875431061 6793 0.0915991589426994 12183 488492 434238 965159
1 86896 22286 1041274 100443 1958 0.160299673676491 0.0609769709408283 3544 0.168274089694023 9227 161060 244922 489857
